web-scraper-order,web-scraper-start-url,categories,categories-href,page,plants,plants-href,plant_name,plant_price,plant_des,plant_img-src,additional_img-src
"1701424234-78","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","3.25"" Lady Finger Cactus
$27.99","https://piante.ca/collections/small-plants/products/325-lady-finger-cactus","3.25"" Lady Finger Cactus","$27.99","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","//piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-1_360x.png?v=1641265110 360w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-1_540x.png?v=1641265110 540w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-1_720x.png?v=1641265110 720w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-1_900x.png?v=1641265110 900w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-1_1080x.png?v=1641265110 1080w","//piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-2_360x.png?v=1641265121 360w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-2_540x.png?v=1641265121 540w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-2_720x.png?v=1641265121 720w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-2_900x.png?v=1641265121 900w, //piante.ca/cdn/shop/products/3-25-lady-finger-cactus-piante-plants-2_1080x.png?v=1641265121 1080w"
"1701424236-79","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Bird's Nest Fern
$23.99","https://piante.ca/collections/small-plants/products/4-birds-nest-fern","4"" Bird's Nest Fern","$23.99","Asplenium nidus
Bird's Nest Ferns are found in the rainforest and grow on the surface of other plants. Recognized for its crinkled or wavy, bright green fronds that grow from the central rosette, these plants add a charming touch to any space.","//piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-1_360x.png?v=1641265226 360w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-1_540x.png?v=1641265226 540w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-1_720x.png?v=1641265226 720w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-1_900x.png?v=1641265226 900w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-1_1080x.png?v=1641265226 1080w","//piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-2_360x.png?v=1641265237 360w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-2_540x.png?v=1641265237 540w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-2_720x.png?v=1641265237 720w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-2_900x.png?v=1641265237 900w, //piante.ca/cdn/shop/products/4-bird-s-nest-fern-piante-plants-2_1080x.png?v=1641265237 1080w"
"1701424238-80","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" HB Burros Tail
$30.99","https://piante.ca/collections/small-plants/products/4-burros-tail","4"" HB Burros Tail","$30.99","Succulents are highly popular houseplants that come in various forms, sizes, colors, and blooms. Most of them present fascinating forms, while others exhibit spikes or a trailing habit. These plants have one thing in common, though. They have a water-storing capacity through their fleshy and thick stems, leaves, or roots. Regardless of which ones you’d pick, succulents present an exotic and fun display in your home or office.","//piante.ca/cdn/shop/products/Burr1_360x.png?v=1652281662 360w, //piante.ca/cdn/shop/products/Burr1_540x.png?v=1652281662 540w, //piante.ca/cdn/shop/products/Burr1_720x.png?v=1652281662 720w, //piante.ca/cdn/shop/products/Burr1_900x.png?v=1652281662 900w, //piante.ca/cdn/shop/products/Burr1_1080x.png?v=1652281662 1080w","//piante.ca/cdn/shop/products/Burr2real_360x.png?v=1652281663 360w, //piante.ca/cdn/shop/products/Burr2real_540x.png?v=1652281663 540w, //piante.ca/cdn/shop/products/Burr2real_720x.png?v=1652281663 720w, //piante.ca/cdn/shop/products/Burr2real_900x.png?v=1652281663 900w, //piante.ca/cdn/shop/products/Burr2real_1080x.png?v=1652281663 1080w"
"1701424241-81","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Dracaena Lemon Lime
$22.99","https://piante.ca/collections/small-plants/products/4-dracaena-lemon-lime","4"" Dracaena Lemon Lime","$22.99","The stunning Dracaena Lemon Lime is easily identifiable by its long, narrow, sword-like leaves. In addition to being rigid, the leaves of this variety exhibit vibrant stripes of white, green and neon yellow. While the colour and stripe details on this plant are often what make it a customer favourite, they also have the added bonus of being pruned into either a cane or a bush as they grow larger. Dracaenas are also known as air purifiers and make NASA's list of clean air plants.","//piante.ca/cdn/shop/products/4-dracaena-lemon-lime-piante-plants_360x.png?v=1641265256 360w, //piante.ca/cdn/shop/products/4-dracaena-lemon-lime-piante-plants_540x.png?v=1641265256 540w, //piante.ca/cdn/shop/products/4-dracaena-lemon-lime-piante-plants_720x.png?v=1641265256 720w, //piante.ca/cdn/shop/products/4-dracaena-lemon-lime-piante-plants_900x.png?v=1641265256 900w, //piante.ca/cdn/shop/products/4-dracaena-lemon-lime-piante-plants_1080x.png?v=1641265256 1080w",""
"1701424243-82","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Olive
$32.99","https://piante.ca/collections/small-plants/products/4-olive","4"" Olive","$32.99","Unlike other typical houseplants, Olive Plants are somehow a newcomer into this booming plant craze. Their edible fruits and oil may have made them a distinguished tree. Still, their popularity as decorative indoor plants is one thing worth noting. These low maintenance plants flaunt leathery, dark green leaves with silvery undersides. They also feature small and white flowers that bloom in clusters.","//piante.ca/cdn/shop/products/4-olive-piante-plants_360x.png?v=1641265380 360w, //piante.ca/cdn/shop/products/4-olive-piante-plants_540x.png?v=1641265380 540w, //piante.ca/cdn/shop/products/4-olive-piante-plants_720x.png?v=1641265380 720w, //piante.ca/cdn/shop/products/4-olive-piante-plants_900x.png?v=1641265380 900w, //piante.ca/cdn/shop/products/4-olive-piante-plants_1080x.png?v=1641265380 1080w",""
"1701424245-83","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Sansevieria Mikado Fernwood
$34.99","https://piante.ca/collections/small-plants/products/4-sanseveria-mikado-fernwood","4"" Sansevieria Mikado Fernwood","$34.99","Sansevieria Mikado Fernwood has a striking profile due to the dozens of thin cylindrical leaves seemingly erupting out of the soil in a fountain of variegated greens. Like other Sansevieria, Mikado Fernwood can grow in a variety of lighting conditions and can handle a little neglect. This plant is a must-have for any plant parent, old or new.","//piante.ca/cdn/shop/products/4-sansevieria-mikado-fernwood-piante-plants_360x.png?v=1641265471 360w, //piante.ca/cdn/shop/products/4-sansevieria-mikado-fernwood-piante-plants_540x.png?v=1641265471 540w, //piante.ca/cdn/shop/products/4-sansevieria-mikado-fernwood-piante-plants_720x.png?v=1641265471 720w, //piante.ca/cdn/shop/products/4-sansevieria-mikado-fernwood-piante-plants_900x.png?v=1641265471 900w, //piante.ca/cdn/shop/products/4-sansevieria-mikado-fernwood-piante-plants_1080x.png?v=1641265471 1080w",""
"1701424248-84","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Rubber Plant Green
$24.99","https://piante.ca/collections/small-plants/products/4-rubber-plant-green","4"" Rubber Plant Green","$24.99","The Rubber Plant Green is distinguishable by its broad leaves of deep green. To help maintain the leaves, keep the plant in bright, indirect sunlight. Rubber Plants can be enjoyed as small to medium indoor house plants by restricting them to smaller pots or grown to become a focal point as a stunning indoor tree. Take good care of your plant, and it can grow up to fifty feet tall!","//piante.ca/cdn/shop/products/4-rubber-plant-green-piante-plants_360x.png?v=1641265429 360w, //piante.ca/cdn/shop/products/4-rubber-plant-green-piante-plants_540x.png?v=1641265429 540w, //piante.ca/cdn/shop/products/4-rubber-plant-green-piante-plants_720x.png?v=1641265429 720w, //piante.ca/cdn/shop/products/4-rubber-plant-green-piante-plants_900x.png?v=1641265429 900w, //piante.ca/cdn/shop/products/4-rubber-plant-green-piante-plants_1080x.png?v=1641265429 1080w",""
"1701424250-85","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Philodendron Birkin
$24.99","https://piante.ca/collections/small-plants/products/4philodendronbirkin","4"" Philodendron Birkin","$24.99","Philodendron Birkin is a gorgeous and rare tropical house plant. In its infancy, its foliage is a vibrant green; however, as it matures, the leaves darken and beautiful contrasting pinstripe-like yellow variegation appears. Unlike most Philodendrons that are known for their stunning veins, the Philodendron grows upright and does not trail. Philodendron Birkin is a compact, somewhat slow-growing plant that is perfect for tabletops, desks, or other surfaces.","//piante.ca/cdn/shop/products/4Birkin_1_360x.png?v=1651851046 360w, //piante.ca/cdn/shop/products/4Birkin_1_540x.png?v=1651851046 540w, //piante.ca/cdn/shop/products/4Birkin_1_720x.png?v=1651851046 720w, //piante.ca/cdn/shop/products/4Birkin_1_900x.png?v=1651851046 900w, //piante.ca/cdn/shop/products/4Birkin_1_1080x.png?v=1651851046 1080w","//piante.ca/cdn/shop/products/4_Birkin2_360x.png?v=1651851048 360w, //piante.ca/cdn/shop/products/4_Birkin2_540x.png?v=1651851048 540w, //piante.ca/cdn/shop/products/4_Birkin2_720x.png?v=1651851048 720w, //piante.ca/cdn/shop/products/4_Birkin2_900x.png?v=1651851048 900w, //piante.ca/cdn/shop/products/4_Birkin2_1080x.png?v=1651851048 1080w"
"1701424252-86","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Sansevieria Boncel Starfish
$28.99","https://piante.ca/collections/small-plants/products/4-sanseveria-boncel-starfish","4"" Sansevieria Boncel Starfish","$28.99","Sansevieria ‘Starfish’ is a compact variety of Sansevieria that’s great for small spaces. The leaves are light green, upright, and cylindrical. They emerge alternately from a central point at the base of the plant, forming a fan-like shape that resembles its namesake sea creature. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even in neglect. Plus, they help clean the air, too!","//piante.ca/cdn/shop/products/4-sansevieria-boncel-starfish-piante-plants_360x.png?v=1641265473 360w, //piante.ca/cdn/shop/products/4-sansevieria-boncel-starfish-piante-plants_540x.png?v=1641265473 540w, //piante.ca/cdn/shop/products/4-sansevieria-boncel-starfish-piante-plants_720x.png?v=1641265473 720w, //piante.ca/cdn/shop/products/4-sansevieria-boncel-starfish-piante-plants_900x.png?v=1641265473 900w, //piante.ca/cdn/shop/products/4-sansevieria-boncel-starfish-piante-plants_1080x.png?v=1641265473 1080w",""
"1701424255-87","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" HB String of Pearls
$30.99","https://piante.ca/collections/small-plants/products/4-string-of-pearls","4"" HB String of Pearls","$30.99","Also called the string of beads, this succulent is known for its delicate pearl-like leaves adorned across its viney stems.  Perfect for a hanging basket or the edge of a shelf, the cascading stems will be sure to catch the eye. Make sure you keep this succulent in a well-light area and beware of overwatering.","//piante.ca/cdn/shop/products/Pearl1_360x.png?v=1652281685 360w, //piante.ca/cdn/shop/products/Pearl1_540x.png?v=1652281685 540w, //piante.ca/cdn/shop/products/Pearl1_720x.png?v=1652281685 720w, //piante.ca/cdn/shop/products/Pearl1_900x.png?v=1652281685 900w, //piante.ca/cdn/shop/products/Pearl1_1080x.png?v=1652281685 1080w","//piante.ca/cdn/shop/products/Pearl2_360x.png?v=1652281686 360w, //piante.ca/cdn/shop/products/Pearl2_540x.png?v=1652281686 540w, //piante.ca/cdn/shop/products/Pearl2_720x.png?v=1652281686 720w, //piante.ca/cdn/shop/products/Pearl2_900x.png?v=1652281686 900w, //piante.ca/cdn/shop/products/Pearl2_1080x.png?v=1652281686 1080w"
"1701424257-88","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Banana Plant
$23.99","https://piante.ca/collections/small-plants/products/0242e39e-bf23-11ea-fc6f-f2ce8741d0a5","4"" Banana Plant","$23.99","While the most common Banana Plant is cultivated for its edible fruits, some varieties make an excellent houseplant. Thanks to the extraordinary display of lush foliage and white blooms, this tropical fruit tree’s tropical charm fit as a lovely décor in any dull space in your home or office. Many loved its broad, green, and paddle-shaped leaves in a spiral-like form that fan out beautifully. Banana Plant helps purify the air indoors.","//piante.ca/cdn/shop/products/4-banana-plant-piante-plants_360x.png?v=1641265221 360w, //piante.ca/cdn/shop/products/4-banana-plant-piante-plants_540x.png?v=1641265221 540w, //piante.ca/cdn/shop/products/4-banana-plant-piante-plants_720x.png?v=1641265221 720w, //piante.ca/cdn/shop/products/4-banana-plant-piante-plants_900x.png?v=1641265221 900w, //piante.ca/cdn/shop/products/4-banana-plant-piante-plants_1080x.png?v=1641265221 1080w",""
"1701424259-89","https://piante.ca/","Small Plants","https://piante.ca/collections/small-plants","","4"" Sansevieria Tough Lady
$24.99","https://piante.ca/collections/small-plants/products/4-sanseveria-tough-lady","4"" Sansevieria Tough Lady","$24.99","This Sansevieria has leaves that spread from its core, each tipped with a small spine. Like all Sanseveria they are another perfect plant for beginners. They are capable of going without water for long periods and adapt to low-light conditions. Tough Lady is good for people who vacation frequently, or have busy lifestyles but still want the flair of live plants in their home.","//piante.ca/cdn/shop/products/4-sansevieria-tough-lady-piante-plants_360x.png?v=1641265471 360w, //piante.ca/cdn/shop/products/4-sansevieria-tough-lady-piante-plants_540x.png?v=1641265471 540w, //piante.ca/cdn/shop/products/4-sansevieria-tough-lady-piante-plants_720x.png?v=1641265471 720w, //piante.ca/cdn/shop/products/4-sansevieria-tough-lady-piante-plants_900x.png?v=1641265471 900w, //piante.ca/cdn/shop/products/4-sansevieria-tough-lady-piante-plants_1080x.png?v=1641265471 1080w",""
